work_id;Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;(Major) Character Death Evidence;words
45899866;Prometheus, once a respected Titan, is now a shadow of his former self, chained to a mountain as punishment for defying Zeus. His wife, Pronoia, has remarried Hephaestus, and Prometheus realizes he has nothing left to live for. Hermes, sent by Zeus, tries to deceive Prometheus into revealing the name of the sea-goddess Thetis, but Prometheus instead taunts him with a false prophecy about Leto, enraging Hermes. With his eyelids drooping due to a potion's effect wearing off, Prometheus welcomes eternal sleep, relieved to be free from pain and sorrow.;;;;self-sacrifice/suicide;;;;;;Chiron;;;;;;---;;;;;;;;direct speech;third;"""‘For a term of my agony… someone of my people should give away his portion of ambrosia and die of his own free will… This is the condition.’"" [...] ""‘I know one who is of the divine folk and wants to die,’ he said. ‘My friend, the centaur Chiron. I unintentionally injured him with a poisoned arrow. Now, he is having an incurable would causing him great pain. He has told me that he wishes just to complete some affairs, and then he’ll stop eating ambrosia so that he finally gets rid of his misery.’""";7296
46030015;"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";;;;;;;;;;Eurylochus;;;;;;;;;;;;;;indirect thought;third;"""He also felt guilty when he would see his sister. She was often crying, Ctimene was still mourning her husband, a man who had not returned with him. Eurylochus was someone of whom Odysseus didn’t get along with much but the sight of his sister crying over her late husband killed him inside perhaps he should have tried harder to stop him.""";581
46030015;"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";;;;hanging;;;;;;servant;;;;;;Odysseus;;;;;;;;narrator;third;"""The room was still locked, the servant hanged, suitors dead, Penelope and Telemachus safe.""";581
46030015;"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";;;;unspecified;;;;;;suitors;;;;;;Odysseus;;;;;;;;narrator;third;"""The room was still locked, the servant hanged, suitors dead, Penelope and Telemachus safe.""";581
46030015;"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";;;;war;;;;;;unspecified;;;;;;unspecified;;;;;;;;indirect thought;third;"""Sometimes he would wake up screaming, perhaps the dreams were not just because of those women but sometimes he could see the faces of those who were killed in the war or on the sea.""";581
46030015;"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";;;;drowning;;;;;;unspecified;;;;;;unspecified;;;;;;;;indirect thought;third;"""Sometimes he would wake up screaming, perhaps the dreams were not just because of those women but sometimes he could see the faces of those who were killed in the war or on the sea.""";581
46030015;"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";;;;unspecified;;;;;;Ajax;;;;;;unspecified;;;;;;;;indirect thought;third;"""He remembered traveling to Hades and seeing them, Ajax, Achilles, Agamemnon, and His poor mother.""";581
46030015;"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";;;;unspecified;;;;;;Achilles;;;;;;unspecified;;;;;;;;indirect thought;third;"""He remembered traveling to Hades and seeing them, Ajax, Achilles, Agamemnon, and His poor mother.""";581
46030015;"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";;;;unspecified;;;;;;Agamemnon;;;;;;unspecified;;;;;;;;indirect thought;third;"""He remembered traveling to Hades and seeing them, Ajax, Achilles, Agamemnon, and His poor mother.""";581
46030015;"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";;;;unspecified;;;;;;Odysseus' mother;;;;;;unspecified;;;;;;;;indirect thought;third;"""He remembered traveling to Hades and seeing them, Ajax, Achilles, Agamemnon, and His poor mother.""";581
47019253;Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;;;;slaying;;;;;;Heracles' tutor;;;;;;Heracles;;;;;;;;direct speech;first;"""As a boy, I had a tutor for some time. But I got angry at him, unwittingly hit him on the head too hard and killed him.""";7367
47019253;Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;;;;being eaten;;;;;;travellers;;;;;;Hydra;;;;;;;;direct speech;first;"""Since then, I’ve been busy with these tasks. I have in fact already performed ten Labors but he dismissed two of them. He had sent me to kill a monster called Hydra. It was lurking near the city of Lerna and eating the travelers""";7367
47019253;Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;;;;beheading;;;;;;Hydra;;;;;;Heracles and Iolaus;;;;;;;;direct speech;first;"""I called Iolaus to help me and while I was cutting the heads, he burned their places so that they wouldn’t grow anymore. So we killed the Lernaean Hydra, except its immortal head which we couldn’t kill and I buried it deep under a crag.""";7367
47019253;Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;;;;being shot/poison;;;;;;unspecified;;;;;;Heracles;;;;;;;;direct speech;first;"""After I killed the Hydra, I immersed my arrows in its poisonous bloud. Since then, everybody pierced by these arrows dies in extreme pain. This is how I unfortunately injured my friend Chiron""";7367
47019253;Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;;;;being shot/poison;;;;;;Chiron;;;;;;Heracles;;;;;;;;direct speech;first;"""After I killed the Hydra, I immersed my arrows in its poisonous bloud. Since then, everybody pierced by these arrows dies in extreme pain. This is how I unfortunately injured my friend Chiron""";7367
47019253;Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;;;;drowning;;;;;;Hylas;;;;;;water nymphs;;;;;;;;direct speech;first;"""‘When we were already close to Colchis, we disembarked on the shore. One of us got lost, and we made a search party but never found him. His name was Hylas, and he was a very good friend of mine. I suppose that the poor one has fallen and died somewhere in the wilderness.’"" [...] ""‘The water nymphs have liked him and lured him,’ I chimed in. I preferred not to reveal that they had unintentionally drowned him.""";7367
47019253;Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;;;;unspecified;;;;;;Heracles' children;;;;;;unspecified;;;;;;;;direct speech;first;"""Besides, as I said, I have no children to support anymore. I have only Megara."" [...] ""I know it’s impossible but I still wish it. And though I suffered greatly after I killed my sons and nephews, I am glad that Theseus didn’t let me die.""";7367
47019253;Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;;;;disease;;;;;;humans;;;;;;Pandora;;;;;;;;direct speech;first;"""But before hope, Pandora gave diseases – because she opened the box, of course. So outbreaks afflicted the humans, and their numbers plummeted.""";7367
47019253;Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;;;;unspecified;;;;;;Heracles' nephews;;;;;;Heracles;;;;;;;;direct speech;first;"""I know it’s impossible but I still wish it. And though I suffered greatly after I killed my sons and nephews, I am glad that Theseus didn’t let me die.""";7367
47019253;Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;;;;being shot;;;;;;Coronis;;;;;;Apollo or Artemis;;;;;;;;direct speech;first;"""Apollo found out and shot her, or sent Artemis to shoot her – I am not sure what exactly happened. Anyway, Coronis was killed, together with many poor people who just happened to be nearby…’""";7367
47019253;Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;;;;struck by lightening;;;;;;a man;;;;;;Zeus;;;;;;;;direct speech;first;"""But once he brought back to life a man hit by Zeus’ thunderbolt, and my father got angry. """;7367
47019253;Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;;;;struck by lightening;;;;;;Asclepius;;;;;;Zeus;;;;;;;;direct speech;first;"""He killed the man again, and then killed Asclepius with another thunderbolt.""";7367
47019253;Prometheus was chained on Caucasus for 30,000 years as punishment from Zeus for stealing fire for humans and giving it to them. He was eventually freed by Heracles with the help of Hephaestus and Hermes. Before his release, Hermes tried to persuade Prometheus to admit guilt by wearing an ivy wreath, but he refused until Heracles intervened. To secure his freedom, Prometheus had to reveal the name of the goddess he knew Zeus wanted to marry, which was Thetis.;;;;being shot;;;;;;a cyclops;;;;;;Apollo;;;;;;;;direct speech;first;"""Apollo was enraged, and avenged his son by shooting the Cyclopes who had forged the thunderbolt.""";7367
47136421;"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";;;;slaying;;;;;;Astyanax;;;;;;---;;;;;;;;narrator;first;"""When I saw Andromache holding little Astyanax in her arms with Hector smiling beside them, I saw her screaming out for her baby while Astyanax had his brains dashed out on the city walls.""";1175
47136421;"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";;;;unspecified;;;;;;Hector;;;;;;Achilles;;;;;;;;narrator;first;"""I saw Hector’s dead and defiled body, feet pinned together, dragged by Achilles’ chariot.""";1175
47136421;"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";;;;unspecified;;;;;;Polyxena;;;;;;unspecified;;;;;;;;narrator;first;"""I saw Polydorus’ body wash up on the shore, Polyxena with her blood seeping out into the dirt, and my father dead in the same manner as his grandson.""";1175
47136421;"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";;;;sacrifice;;;;;;Cassandra's father;;;;;;Pyrrhus;;;;;;;;narrator;first;"""I saw Polydorus’ body wash up on the shore, Polyxena with her blood seeping out into the dirt, and my father dead in the same manner as his grandson.""";1175
47136421;"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";;;;sacrifice;;;;;;Polites;;;;;;Pyrrhus;;;;;;;;narrator;first;"""I saw Polydorus’ body wash up on the shore, Polyxena with her blood seeping out into the dirt, and my father dead in the same manner as his grandson.""";1175
47136421;"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";;;;slaying;;;;;;Agamemnon;;;;;;Agamemnon's wife;;;;;;;;narrator;first;"""He will bring me to his wife, who schemes with his cousin to kill him in revenge for the murder of her Iphigenia. She will ease him up with flattery before trapping him in a net in a bathtub, like a large mackerel caught by a fisherman, and will slay him with a sword.""";1175
47136421;"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";;;;slaying;;;;;;Cassandra;;;;;;Agamemnon's wife;;;;;;;;direct thought;first;"""She will then turn to me, bloodlust in her eyes, swinging the same sword towards me. I will sit there calmly as she kills me, because I knew this was coming, and I cannot wish for death to come soon enough.""";1175
47136421;"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";;;;drowning;;;;;;Polydorus;;;;;;---;;;;;;;;narrator;first;"""I saw Polydorus’ body wash up on the shore, Polyxena with her blood seeping out into the dirt, and my father dead in the same manner as his grandson.""";1175
47136421;"Cassandra, a princess of Troy, recounts her life story, from being the favored daughter of King Priam to becoming a cursed prophetess after Apollo granted her the gift of prophecy in exchange for her devotion. However, when she pulled away from his advances at 12 years old, he became displeased and cursed her to see the future but never be believed. Cassandra foresaw and tried to warn her family about the impending doom of Troy, including the deaths of her loved ones: Hector's body dragged by Achilles' chariot; Polydorus' body washing up on the shore; Polyxena being killed as a sacrifice; her father King Priam being killed in the same manner as his grandson Polydorus; and her own rape at the hands of Ajax the Lesser. After Troy falls, Cassandra is taken captive and awaits her fate along with other women of the city, including her mother who will be given to Odysseus, Andromache who will be given to Neoptolemus but end up marrying Helenus, Polyxena who died before being given as plunder, and Helen who will return to her husband. Cassandra herself will be given to Agamemnon, who will rape her, and she will bear him twins before he is murdered by his wife Clytemnestra in revenge for the murder of her daughter Iphigenia; Clytemnestra will then kill Cassandra with the same sword.";;;;;;;;;;Iphigenia;;;;;;Agamemnon;;;;;;;;narrator;first;"""He will bring me to his wife, who schemes with his cousin to kill him in revenge for the murder of her Iphigenia. She will ease him up with flattery before trapping him in a net in a bathtub, like a large mackerel caught by a fisherman, and will slay him with a sword.""";1175
47791900;Odysseus, King of Ithaca, returns and kills multiple suitors who were raping his wife, Penelope, including Eurynomus, Antinous, and another unnamed suitor. The modes of demise include being shot with an arrow to the neck (Antinous), chest (unnamed suitor), and hand (Eurynomus), followed by a fatal sword blow to Eurynomus. The perpetrator is Odysseus, who exacts deadly revenge on the suitors for their actions.;;;;being shot;;;;;;Antinous;;;;;;Odysseus;;;;;;;;narrator;third;"""Eurynomus didn’t hear the drawing of the bow, but he couldn’t miss the arrowhead suddenly piercing through Antinous’ neck.  Blood spurted, spraying Eurynomus and the ones near him.""";2954
47791900;Odysseus, King of Ithaca, returns and kills multiple suitors who were raping his wife, Penelope, including Eurynomus, Antinous, and another unnamed suitor. The modes of demise include being shot with an arrow to the neck (Antinous), chest (unnamed suitor), and hand (Eurynomus), followed by a fatal sword blow to Eurynomus. The perpetrator is Odysseus, who exacts deadly revenge on the suitors for their actions.;;;;slaying;;;;;;Eurynomus;;;;;;Odysseus;;;;;;;;indirect thought;third;"""He saw Odysseus turn towards him.  Saw the flash of a sword.  And then everything went black.  """;2954
47791900;Odysseus, King of Ithaca, returns and kills multiple suitors who were raping his wife, Penelope, including Eurynomus, Antinous, and another unnamed suitor. The modes of demise include being shot with an arrow to the neck (Antinous), chest (unnamed suitor), and hand (Eurynomus), followed by a fatal sword blow to Eurynomus. The perpetrator is Odysseus, who exacts deadly revenge on the suitors for their actions.;;;;being shot;;;;;;unnamed suitor;;;;;;Odysseus;;;;;;;;narrator;third;"""Then the man beside him was dropping with a scream, and Eurynomus saw the arrow shaft protruding from his chest.""";2954
48677368;"The narrator, who remains unnamed throughout the passage, reflects on their life, love, and death. They mention Achilles, whom they both loved and hated, particularly his honor and smile, which reminded them of Peleus. The narrator also mentions their marriage to Telemachus and their role in Odysseus' family. Additionally, they express their resentment towards being reduced to a footnote in history as the """"exotic slut"""" of Mark Antony, despite wielding significant power over him and Octavius. Furthermore, they mention Nero's transformation into a woman, which disappoints them, and imply that they were murdered by someone they raised, likely Nero, though the details are unclear. The narrator also alludes to their own demise, stating """"I deserved it. We always do."""" Ultimately, the passage is a introspective exploration of the complexities of female identity, power dynamics, and mortality.""";;;;tearing to pieces;;;;;;Orpheus;;;;;;Dionysus;;;;;;;;narrator;first;"""Love, madness, beauty- it’s all the same to me, it all leads to the same wild feast of tearing Orpheus into shreds.""";3300
